"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.385101791842263,0.351689302828337,0.34131258158037,0.296223997854342,0.171773043711633,0.0665391781436491,0.0201426585371506,0.0174636866591159,0.00238836007628386,0.000775422301750885,8.19172146637672e-07,4.6214989095116e-07,1.95263880858982e-07,6.13607976743384e-09,3.8233938427816e-09,3.67749203613089e-09,1.62257003451564e-09,6.001717538025e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.329033247666111,0.333427503329182,0.330073659621033,0.308778553556011,0.224405519590119,0.123948700609862,0.0551092279977185,0.0497583262825767,0.010832726652697,0.00430300336629277,1.07303134252562e-05,6.40412063963374e-06,2.93467766936657e-06,1.2256043771628e-07,7.89998284798027e-08,7.61934193031206e-08,3.55481473751986e-08,1.40126378770763e-08,2.38578727544226e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.255834539240295,0.297510996105326,0.301372611700243,0.304965011191794,0.267474472786403,0.191853688184586,0.116692873996099,0.109268999865943,0.0377935935573895,0.0186943250954221,0.00011878498610122,7.51841339041578e-05,3.74809033124417e-05,2.09542617808108e-06,1.39821760064543e-06,1.35232075357306e-06,6.67951383111629e-07,2.80995565876768e-07,7.06704652222509e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.181543434990414,0.249570983721776,0.259203161300764,0.283487425259721,0.288303664853165,0.245187116290518,0.183876382124739,0.176769096740423,0.0905950437551345,0.0562588752846201,0.00103026718082562,0.000695490052457173,0.000380041693737896,2.90756928420201e-05,2.01311977313237e-05,1.95285082275164e-05,1.02500899425884e-05,4.62104343728127e-06,1.65450564141676e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.101730197256239,0.182313440352071,0.19675596998779,0.240906109024155,0.29243233354828,0.290324266797472,0.256796438386242,0.251922503124177,0.1767168859421,0.134133254219779,0.00727790469217296,0.00525968710782823,0.00316655264058228,0.000336885129972405,0.000242468176748426,0.000235946240859518,0.000132002104064816,6.39965538781873e-05,3.31667116687624e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0424409865971873,0.109805970545456,0.125308231311603,0.180452975556796,0.274148937270265,0.315499682467532,0.316022185120196,0.314408930545368,0.271606012974387,0.236636713231225,0.0365674720883809,0.0285903449843838,0.0192508736416064,0.00298589349102992,0.00224513950181495,0.00219246427398834,0.00131774434052191,0.000692881154778021,5.37340268196593e-06,2.66730257042779e-11,1.56544796906888e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0117924909040059,0.0464723253242454,0.0571386514792991,0.103713351104488,0.218248967887932,0.2996522034019,0.336129504723233,0.33819025545041,0.338333141273158,0.321914560496256,0.114433026299303,0.0973768521312844,0.0742937175562759,0.0179356670462811,0.0142047694909238,0.0139295966001818,0.00911287748788086,0.00527080907883949,6.42942488948938e-05,5.32013234757977e-10,3.2713191140114e-10,2.55468064219703e-11,7.75639553080928e-12,7.4783435419952e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00210675264643139,0.0122141169913722,0.0162243462320321,0.0385441890863417,0.129499351159131,0.231763234320926,0.299690437590704,0.305262334698882,0.349446197821736,0.354679482590971,0.217460887665506,0.198272023196119,0.169014608842259,0.0659565829498972,0.055634905488573,0.0548364068703824,0.0398170824271401,0.0259134308404129,0.000540756435342553,7.21149832286078e-09,4.50120648440103e-09,3.94343190747987e-10,1.33673352580779e-10,1.29592554911821e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000273663280611161,0.00220127442334697,0.00312664107651605,0.00949137440435922,0.0539268175016597,0.141127136256813,0.223847676132096,0.231785478124639,0.310517310573286,0.334632257683642,0.290632532583254,0.276201675676345,0.252325432249526,0.142152304981088,0.127203483128239,0.125994457076704,0.101515421656783,0.0749097135708252,0.00282708136555183,5.92343198936178e-08,3.74245874449078e-08,3.48833379021223e-09,1.21846409538495e-09,1.18196615143889e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8625374796281e-05,0.000311835451144771,0.000471017402951594,0.00179133567560075,0.0170489312056864,0.0700791186765176,0.145939373675244,0.154457899155789,0.252494896641658,0.290999652177652,0.33290209197328,0.324564892078076,0.309136682542062,0.217353206264125,0.20204775297888,0.200771751085008,0.173538127441662,0.140245398297286,0.00891408177633111,2.88138883790627e-07,1.84223393210436e-07,1.81877359894599e-08,6.50829209843789e-09,6.31771402240345e-09,1.65972941659348e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
